product_id,product_name,aisle_id,department_id
1,Gluten-Free Ice Cream #1,4,16
2,Whole Paper Towels #2,31,11
3,Original Dog Treats #3,27,13
4,Spicy Cheddar #4,18,3
5,Family Size Cheddar #5,18,3
6,Fresh Baby Wipes #6,35,20
7,Classic Sourdough #7,4,16
8,Whole Dish Soap #8,28,17
9,Premium Cheddar #9,9,7
10,Organic Sparkling Water #10,4,16
11,Organic Banana #11,22,15
12,Spicy Dish Soap #12,40,9
13,Gluten-Free Banana #13,30,11
14,Organic Greek Yogurt #14,31,11
15,Whole Sourdough #15,29,17
16,Natural Hummus #16,32,18
17,Family Size Sourdough #17,21,12
18,Organic Sparkling Lemonade #18,6,16
19,Spicy Almond Milk #19,34,5
20,Natural Dish Soap #20,19,12
21,Family Size Dish Soap #21,21,12
22,Premium Ground Coffee #22,15,1
23,Family Size Hummus #23,8,7
24,Classic Salsa #24,38,7
25,Family Size Sparkling Water #25,32,18
26,Whole Ground Coffee #26,26,13
27,Whole IPA #27,17,3
28,Organic IPA #28,33,5
29,Natural Sparkling Lemonade #29,22,15
30,Natural Sourdough #30,18,3
31,Gluten-Free Cereal #31,19,12
32,Original Ice Cream #32,10,7
33,Gluten-Free Ground Coffee #33,4,16
34,Lite Olive Oil #34,23,15
35,Premium Almond Milk #35,36,20
36,Family Size Granola #36,3,4
37,Gluten-Free Avocado #37,35,20
38,Natural Hummus #38,34,5
39,Family Size Hummus #39,12,19
40,Natural Dish Soap #40,26,13
41,Lite IPA #41,7,16
42,Lite Avocado #42,31,11
43,Classic Dish Soap #43,29,17
44,Gluten-Free IPA #44,15,1
45,Low-Fat Hummus #45,3,4
46,Whole Chicken Breast #46,39,9
47,Spicy Pasta Sauce #47,18,3
48,Fresh Banana #48,36,20
49,Spicy Sparkling Lemonade #49,28,17
50,Organic Pasta Sauce #50,32,18
51,Natural Chicken Breast #51,31,11
52,Lite Hummus #52,8,7
53,Fresh Granola #53,15,1
54,Classic Paper Towels #54,19,12
55,Lite Banana #55,20,12
56,Low-Fat Tortilla Chips #56,2,4
57,Classic Greek Yogurt #57,22,15
58,Classic Cheddar #58,7,16
59,Lite Salsa #59,30,11
60,Family Size Cheddar #60,28,17
61,Organic Banana #61,37,8
62,Fresh Tortilla Chips #62,30,11
63,Spicy Dish Soap #63,15,1
64,Spicy Olive Oil #64,39,9
65,Whole Olive Oil #65,17,3
66,Premium Cereal #66,14,19
67,Gluten-Free Sparkling Lemonade #67,37,8
68,Low-Fat Banana #68,15,1
69,Family Size Ground Coffee #69,4,16
70,Family Size Avocado #70,19,12
71,Spicy Sourdough #71,32,18
72,Lite Dish Soap #72,8,7
73,Fresh Cheddar #73,19,12
74,Whole Sparkling Lemonade #74,6,16
75,Family Size Dish Soap #75,28,17
76,Premium Cheddar #76,20,12
77,Natural Paper Towels #77,14,19
78,Fresh Salsa #78,10,7
79,Original Dish Soap #79,23,15
80,Premium Sourdough #80,27,13
81,Whole Cheddar #81,38,7
82,Spicy Avocado #82,18,3
83,Whole Sparkling Water #83,7,16
84,Organic Pasta Sauce #84,34,5
85,Lite Dog Treats #85,26,13
86,Low-Fat Olive Oil #86,29,17
87,Premium Granola #87,4,16
88,Organic Sourdough #88,13,19
89,Fresh Granola #89,31,11
90,Fresh Almond Milk #90,34,5
91,Low-Fat Dog Treats #91,18,3
92,Family Size Chicken Breast #92,33,5
93,Natural Sourdough #93,34,5
94,Original Salsa #94,16,1
95,Whole Almond Milk #95,36,20
96,Premium Greek Yogurt #96,12,19
97,Classic Ice Cream #97,10,7
98,Whole Olive Oil #98,28,17
99,Family Size IPA #99,26,13
100,Gluten-Free Olive Oil #100,6,16
101,Spicy Chicken Breast #101,34,5
102,Lite Sparkling Lemonade #102,8,7
103,Low-Fat Paper Towels #103,33,5
104,Whole Ice Cream #104,1,4
105,Fresh IPA #105,32,18
106,Low-Fat Sparkling Lemonade #106,32,18
107,Natural Dish Soap #107,32,18
108,Organic Sparkling Water #108,27,13
109,Whole Ice Cream #109,19,12
110,Gluten-Free Chicken Breast #110,29,17
111,Low-Fat Avocado #111,12,19
112,Lite Cereal #112,32,18
113,Natural IPA #113,23,15
114,Original IPA #114,19,12
115,Original Greek Yogurt #115,21,12
116,Gluten-Free Ice Cream #116,23,15
117,Lite Sparkling Lemonade #117,2,4
118,Low-Fat Sourdough #118,6,16
119,Organic Sparkling Water #119,10,7
120,Fresh Almond Milk #120,5,16
121,Whole Sparkling Lemonade #121,18,3
122,Lite Cheddar #122,27,13
123,Spicy IPA #123,27,13
124,Spicy Chicken Breast #124,19,12
125,Fresh IPA #125,35,20
126,Classic Pasta Sauce #126,23,15
127,Organic Baby Wipes #127,4,16
128,Low-Fat Banana #128,31,11
129,Classic Avocado #129,23,15
130,Whole Baby Wipes #130,26,13
131,Fresh Dog Treats #131,23,15
132,Natural Baby Wipes #132,23,15
133,Classic Almond Milk #133,4,16
134,Organic Ground Coffee #134,23,15
135,Lite Banana #135,32,18
136,Premium Sparkling Water #136,13,19
137,Lite Cereal #137,25,13
138,Gluten-Free Ice Cream #138,2,4
139,Low-Fat Sparkling Lemonade #139,14,19
140,Organic Dish Soap #140,18,3
141,Family Size Sparkling Lemonade #141,40,9
142,Premium Baby Wipes #142,9,7
143,Premium Banana #143,12,19
144,Spicy Tortilla Chips #144,17,3
145,Original Olive Oil #145,40,9
146,Classic Dish Soap #146,35,20
147,Natural Almond Milk #147,2,4
148,Lite Cheddar #148,10,7
149,Fresh Cereal #149,33,5
150,Whole Almond Milk #150,3,4
151,Gluten-Free Pasta Sauce #151,35,20
152,Family Size Paper Towels #152,12,19
153,Low-Fat Cereal #153,37,8
154,Fresh Tortilla Chips #154,12,19
155,Premium Dish Soap #155,18,3
156,Whole Ground Coffee #156,27,13
157,Gluten-Free Dish Soap #157,6,16
158,Spicy Greek Yogurt #158,23,15
159,Family Size Salsa #159,21,12
160,Natural Pasta Sauce #160,32,18
161,Original Greek Yogurt #161,40,9
162,Whole Paper Towels #162,27,13
163,Spicy Granola #163,17,3
164,Family Size Banana #164,17,3
165,Family Size Sourdough #165,17,3
166,Natural Ice Cream #166,33,5
167,Natural Baby Wipes #167,13,19
168,Whole IPA #168,7,16
169,Low-Fat Greek Yogurt #169,14,19
170,Gluten-Free Pasta Sauce #170,1,4
171,Whole Hummus #171,5,16
172,Original Salsa #172,4,16
173,Classic IPA #173,31,11
174,Spicy Ice Cream #174,29,17
175,Family Size Salsa #175,28,17
176,Organic Pasta Sauce #176,19,12
177,Natural Dog Treats #177,29,17
178,Classic Cheddar #178,7,16
179,Premium Hummus #179,37,8
180,Original Ground Coffee #180,21,12
181,Organic Banana #181,38,7
182,Premium Granola #182,7,16
183,Whole Almond Milk #183,20,12
184,Fresh Chicken Breast #184,28,17
185,Lite Olive Oil #185,20,12
186,Spicy Sourdough #186,18,3
187,Natural Pasta Sauce #187,7,16
188,Spicy IPA #188,16,1
189,Lite Sparkling Lemonade #189,10,7
190,Whole Avocado #190,13,19
191,Lite Greek Yogurt #191,28,17
192,Premium Paper Towels #192,26,13
193,Premium Tortilla Chips #193,25,13
194,Whole Sourdough #194,15,1
195,Spicy Paper Towels #195,39,9
196,Fresh Avocado #196,4,16
197,Lite Sparkling Lemonade #197,14,19
198,Classic Salsa #198,5,16
199,Low-Fat Cereal #199,14,19
200,Organic Greek Yogurt #200,39,9
201,Spicy Tortilla Chips #201,15,1
202,Fresh Sourdough #202,37,8
203,Classic Hummus #203,20,12
204,Premium Paper Towels #204,28,17
205,Organic Greek Yogurt #205,19,12
206,Organic Avocado #206,11,7
207,Fresh Baby Wipes #207,31,11
208,Low-Fat Baby Wipes #208,39,9
209,Low-Fat Chicken Breast #209,11,7
210,Spicy Chicken Breast #210,32,18
211,Lite IPA #211,11,7
212,Low-Fat Cereal #212,29,17
213,Fresh Baby Wipes #213,32,18
214,Family Size Paper Towels #214,18,3
215,Fresh Baby Wipes #215,30,11
216,Natural Granola #216,11,7
217,Classic Avocado #217,4,16
218,Fresh Sparkling Water #218,4,16
219,Natural Cereal #219,18,3
220,Fresh Dog Treats #220,37,8
221,Gluten-Free Cheddar #221,6,16
222,Lite Pasta Sauce #222,19,12
223,Original Almond Milk #223,29,17
224,Lite IPA #224,9,7
225,Family Size Sparkling Water #225,29,17
226,Fresh Almond Milk #226,13,19
227,Organic Tortilla Chips #227,33,5
228,Whole Banana #228,24,14
229,Lite Chicken Breast #229,22,15
230,Fresh Cheddar #230,8,7
231,Gluten-Free Sourdough #231,19,12
232,Organic Banana #232,35,20
233,Spicy Sparkling Water #233,1,4
234,Low-Fat Ground Coffee #234,31,11
235,Gluten-Free Banana #235,20,12
236,Spicy Ice Cream #236,29,17
237,Natural Granola #237,27,13
238,Lite Greek Yogurt #238,18,3
239,Natural Pasta Sauce #239,13,19
240,Classic Pasta Sauce #240,26,13
241,Original Almond Milk #241,6,16
242,Fresh Sparkling Water #242,24,14
243,Premium Dish Soap #243,4,16
244,Original Almond Milk #244,26,13
245,Original Cheddar #245,26,13
246,Fresh Cheddar #246,4,16
247,Organic Sourdough #247,31,11
248,Premium Pasta Sauce #248,17,3
249,Whole Sparkling Lemonade #249,32,18
250,Natural Dish Soap #250,2,4
251,Whole Tortilla Chips #251,8,7
252,Classic Sourdough #252,20,12
253,Low-Fat Tortilla Chips #253,8,7
254,Spicy Cheddar #254,14,19
255,Spicy Cereal #255,27,13
256,Premium Tortilla Chips #256,6,16
257,Family Size Sourdough #257,28,17
258,Classic Dog Treats #258,5,16
259,Natural Banana #259,8,7
260,Natural Chicken Breast #260,24,14
261,Spicy Ice Cream #261,32,18
262,Classic Hummus #262,7,16
263,Low-Fat Banana #263,12,19
264,Fresh Hummus #264,38,7
265,Organic Dog Treats #265,40,9
266,Original Almond Milk #266,24,14
267,Lite Granola #267,18,3
268,Gluten-Free Almond Milk #268,14,19
269,Original Sparkling Water #269,25,13
270,Family Size Olive Oil #270,24,14
271,Natural Tortilla Chips #271,12,19
272,Original Salsa #272,1,4
273,Classic Salsa #273,7,16
274,Family Size Dish Soap #274,39,9
275,Natural Almond Milk #275,17,3
276,Fresh Dish Soap #276,20,12
277,Whole Olive Oil #277,19,12
278,Natural Hummus #278,32,18
279,Spicy Sparkling Lemonade #279,3,4
280,Lite Dish Soap #280,4,16
281,Fresh Tortilla Chips #281,12,19
282,Classic Dog Treats #282,20,12
283,Whole Chicken Breast #283,27,13
284,Lite Salsa #284,20,12
285,Spicy IPA #285,18,3
286,Organic Ground Coffee #286,38,7
287,Family Size Baby Wipes #287,7,16
288,Original Sourdough #288,23,15
289,Whole Baby Wipes #289,22,15
290,Original Salsa #290,19,12
291,Fresh Granola #291,33,5
292,Whole Pasta Sauce #292,11,7
293,Low-Fat Sourdough #293,39,9
294,Gluten-Free Banana #294,14,19
295,Spicy Almond Milk #295,22,15
296,Family Size Sourdough #296,21,12
297,Premium Almond Milk #297,34,5
298,Family Size Hummus #298,18,3
299,Low-Fat Ice Cream #299,12,19
300,Spicy Ice Cream #300,1,4
301,Fresh Ice Cream #301,15,1
302,Gluten-Free Sourdough #302,34,5
303,Original Paper Towels #303,1,4
304,Original Salsa #304,36,20
305,Classic Sparkling Water #305,22,15
306,Gluten-Free Hummus #306,6,16
307,Family Size Cereal #307,13,19
308,Organic Hummus #308,23,15
309,Gluten-Free Cheddar #309,13,19
310,Original IPA #310,5,16
311,Fresh Almond Milk #311,27,13
312,Lite Almond Milk #312,27,13
313,Whole IPA #313,5,16
314,Whole Salsa #314,12,19
315,Premium Sparkling Water #315,10,7
316,Whole Paper Towels #316,27,13
317,Original Paper Towels #317,30,11
318,Premium Avocado #318,30,11
319,Original Olive Oil #319,38,7
320,Classic Greek Yogurt #320,31,11
321,Family Size Banana #321,13,19
322,Natural Salsa #322,5,16
323,Original Greek Yogurt #323,25,13
324,Premium Cereal #324,37,8
325,Lite Dish Soap #325,40,9
326,Classic Almond Milk #326,10,7
327,Organic Salsa #327,10,7
328,Original Tortilla Chips #328,2,4
329,Spicy Paper Towels #329,6,16
330,Spicy Tortilla Chips #330,23,15
331,Low-Fat Olive Oil #331,22,15
332,Classic Avocado #332,15,1
333,Whole Pasta Sauce #333,13,19
334,Gluten-Free Cereal #334,34,5
335,Whole Ice Cream #335,19,12
336,Gluten-Free Salsa #336,33,5
337,Fresh Sparkling Lemonade #337,39,9
338,Family Size IPA #338,13,19
339,Original Pasta Sauce #339,9,7
340,Lite Cheddar #340,39,9
341,Lite Almond Milk #341,26,13
342,Organic Baby Wipes #342,12,19
343,Premium Cheddar #343,25,13
344,Natural Pasta Sauce #344,21,12
345,Lite Sparkling Water #345,37,8
346,Gluten-Free Paper Towels #346,11,7
347,Low-Fat Pasta Sauce #347,40,9
348,Original Cereal #348,38,7
349,Natural Hummus #349,8,7
350,Premium IPA #350,7,16
351,Fresh Granola #351,22,15
352,Family Size Granola #352,2,4
353,Lite Dish Soap #353,12,19
354,Lite Paper Towels #354,18,3
355,Classic Granola #355,39,9
356,Premium Chicken Breast #356,40,9
357,Spicy Ice Cream #357,7,16
358,Low-Fat Paper Towels #358,36,20
359,Low-Fat Ground Coffee #359,4,16
360,Premium Cheddar #360,30,11
361,Original Sparkling Lemonade #361,34,5
362,Low-Fat Ice Cream #362,36,20
363,Whole Baby Wipes #363,9,7
364,Lite Salsa #364,36,20
365,Natural Sparkling Water #365,5,16
366,Gluten-Free Paper Towels #366,21,12
367,Family Size Dish Soap #367,19,12
368,Spicy Baby Wipes #368,13,19
369,Whole Sparkling Water #369,1,4
370,Organic Granola #370,31,11
371,Natural Sparkling Lemonade #371,14,19
372,Natural Almond Milk #372,27,13
373,Classic IPA #373,17,3
374,Lite Ground Coffee #374,15,1
375,Gluten-Free Ice Cream #375,36,20
376,Lite Paper Towels #376,4,16
377,Low-Fat Pasta Sauce #377,30,11
378,Low-Fat Sourdough #378,30,11
379,Premium Olive Oil #379,16,1
380,Whole Salsa #380,11,7
381,Premium Pasta Sauce #381,1,4
382,Organic Salsa #382,38,7
383,Whole Dog Treats #383,38,7
384,Whole Chicken Breast #384,10,7
385,Organic Granola #385,2,4
386,Premium Ground Coffee #386,5,16
387,Premium Pasta Sauce #387,3,4
388,Gluten-Free Hummus #388,34,5
389,Fresh Hummus #389,36,20
390,Fresh Cereal #390,7,16
391,Organic Sourdough #391,30,11
392,Organic Dog Treats #392,8,7
393,Family Size Tortilla Chips #393,15,1
394,Classic Sparkling Water #394,24,14
395,Natural Sparkling Lemonade #395,29,17
396,Low-Fat Paper Towels #396,35,20
397,Premium Greek Yogurt #397,2,4
398,Natural Granola #398,8,7
399,Lite Granola #399,12,19
400,Natural Avocado #400,13,19
401,Organic Chicken Breast #401,40,9
402,Natural Tortilla Chips #402,32,18
403,Original Banana #403,13,19
404,Organic Cheddar #404,39,9
405,Original IPA #405,20,12
406,Classic Cereal #406,21,12
407,Family Size Cheddar #407,18,3
408,Spicy Sparkling Water #408,6,16
409,Classic Tortilla Chips #409,38,7
410,Original Greek Yogurt #410,1,4
411,Fresh Sparkling Lemonade #411,7,16
412,Fresh Paper Towels #412,10,7
413,Gluten-Free Paper Towels #413,12,19
414,Original IPA #414,6,16
415,Low-Fat IPA #415,1,4
416,Premium Dog Treats #416,28,17
417,Low-Fat Banana #417,39,9
418,Premium Hummus #418,5,16
419,Lite Sourdough #419,12,19
420,Classic Avocado #420,21,12
421,Natural Sparkling Water #421,38,7
422,Gluten-Free Dish Soap #422,28,17
423,Family Size Olive Oil #423,31,11
424,Premium Avocado #424,24,14
425,Whole Hummus #425,17,3
426,Organic Tortilla Chips #426,8,7
427,Natural Hummus #427,35,20
428,Original Dish Soap #428,33,5
429,Premium Salsa #429,2,4
430,Whole Ice Cream #430,29,17
431,Family Size Greek Yogurt #431,4,16
432,Spicy Ground Coffee #432,30,11
433,Spicy Pasta Sauce #433,34,5
434,Original Sparkling Lemonade #434,6,16
435,Organic Sparkling Lemonade #435,18,3
436,Organic Granola #436,5,16
437,Low-Fat Dog Treats #437,23,15
438,Premium Sparkling Water #438,38,7
439,Classic Paper Towels #439,4,16
440,Family Size Sparkling Water #440,16,1
441,Premium Greek Yogurt #441,39,9
442,Classic Dish Soap #442,13,19
443,Low-Fat Granola #443,6,16
444,Low-Fat Pasta Sauce #444,20,12
445,Organic Chicken Breast #445,21,12
446,Classic Tortilla Chips #446,27,13
447,Spicy Ice Cream #447,13,19
448,Original Dish Soap #448,39,9
449,Whole Paper Towels #449,21,12
450,Family Size Sourdough #450,12,19
451,Whole Avocado #451,39,9
452,Family Size Tortilla Chips #452,37,8
453,Fresh Tortilla Chips #453,20,12
454,Fresh Hummus #454,1,4
455,Organic Dog Treats #455,24,14
456,Organic Paper Towels #456,23,15
457,Organic Sparkling Lemonade #457,6,16
458,Fresh Cheddar #458,26,13
459,Fresh Cheddar #459,34,5
460,Natural Avocado #460,5,16
461,Premium Avocado #461,29,17
462,Gluten-Free Pasta Sauce #462,6,16
463,Premium Hummus #463,30,11
464,Premium Sparkling Water #464,17,3
465,Classic Dog Treats #465,1,4
466,Original Cheddar #466,39,9
467,Spicy Dog Treats #467,7,16
468,Original Hummus #468,24,14
469,Premium Avocado #469,8,7
470,Lite Granola #470,38,7
471,Original Tortilla Chips #471,30,11
472,Spicy Almond Milk #472,33,5
473,Premium Sparkling Water #473,18,3
474,Original Dog Treats #474,19,12
475,Organic Sourdough #475,26,13
476,Spicy Salsa #476,32,18
477,Organic Chicken Breast #477,34,5
478,Lite Pasta Sauce #478,1,4
479,Whole Avocado #479,27,13
480,Low-Fat Granola #480,5,16
481,Spicy IPA #481,12,19
482,Original Baby Wipes #482,34,5
483,Gluten-Free Sparkling Lemonade #483,11,7
484,Premium Chicken Breast #484,32,18
485,Spicy Hummus #485,19,12
486,Gluten-Free Dog Treats #486,10,7
487,Family Size Sourdough #487,14,19
488,Whole Banana #488,22,15
489,Lite Sourdough #489,31,11
490,Organic Baby Wipes #490,25,13
491,Low-Fat Olive Oil #491,38,7
492,Organic Sparkling Lemonade #492,35,20
493,Low-Fat Baby Wipes #493,31,11
494,Gluten-Free Granola #494,25,13
495,Classic Dog Treats #495,12,19
496,Whole Chicken Breast #496,17,3
497,Fresh Olive Oil #497,5,16
498,Gluten-Free Almond Milk #498,15,1
499,Whole IPA #499,38,7
500,Fresh Greek Yogurt #500,18,3
501,Spicy Banana #501,5,16
502,Premium Chicken Breast #502,27,13
